Date;P
2004100923;0
2004100924;0
2004101001;0
2004101002;0
2004101003;0
2004101004;0
2004101005;0
2004101006;0
2004101007;0
2004101008;0
2004101009;0
2004101010;0
2004101011;0
2004101012;0
2004101013;0
2004101014;0
2004101015;0
2004101016;0
2004101017;0
2004101018;0
2004101019;0
2004101020;0
2004101021;0
2004101022;0
2004101023;0
2004101024;0
2004101101;0
2004101102;0
2004101103;0
2004101104;0
2004101105;0
2004101106;0
2004101107;0
2004101108;0
2004101109;0
2004101110;0
2004101111;0
2004101112;0
2004101113;0
2004101114;0
2004101115;0
2004101116;0
2004101117;0
2004101118;0
2004101119;0
2004101120;0
2004101121;0
2004101122;0
2004101123;0
2004101124;0
2004101201;0
2004101202;0
2004101203;0
2004101204;0
2004101205;0
2004101206;0
2004101207;0
2004101208;0
2004101209;0
2004101210;0
2004101211;0
2004101212;0
2004101213;0
2004101214;0
2004101215;0
2004101216;0
2004101217;0
2004101218;0
2004101219;0
2004101220;0
2004101221;0
2004101222;0
2004101223;0
2004101224;0
2004101301;0
2004101302;0
2004101303;0
2004101304;0
2004101305;0
2004101306;0
2004101307;0
2004101308;0
2004101309;0
2004101310;0
2004101311;0
2004101312;0
2004101313;0
2004101314;0
2004101315;0
2004101316;0
2004101317;0
2004101318;0
2004101319;0
2004101320;0
2004101321;0
2004101322;0
2004101323;0
2004101324;0
2004101401;0
2004101402;0
2004101403;0
2004101404;0
2004101405;0
2004101406;0
2004101407;0
2004101408;0
2004101409;0
2004101410;0.1
2004101411;0
2004101412;0
2004101413;0
2004101414;0
2004101415;0
2004101416;0
2004101417;0
2004101418;0
2004101419;0
2004101420;0
2004101421;0
2004101422;0
2004101423;0
2004101424;0
2004101501;0
2004101502;0
2004101503;0
2004101504;0
2004101505;0
2004101506;0
2004101507;0
2004101508;0
2004101509;0
2004101510;0
2004101511;0
2004101512;0
2004101513;0
2004101514;0
2004101515;0
2004101516;0
2004101517;0
2004101518;0
2004101519;0
2004101520;0.5
2004101521;1.4
2004101522;0.4
2004101523;1.3
2004101524;1.1
2004101601;0.5
2004101602;0.2
2004101603;0
2004101604;0
2004101605;0
2004101606;0
2004101607;0
2004101608;0
2004101609;0
2004101610;0
2004101611;0
2004101612;0
2004101613;0
2004101614;0
2004101615;0
2004101616;0
2004101617;0
2004101618;0
2004101619;0
2004101620;0
2004101621;0
2004101622;0
2004101623;0
2004101624;0
2004101701;0
2004101702;0
2004101703;0
2004101704;0.5
2004101705;0.8
2004101706;0
2004101707;0
2004101708;0.2
2004101709;0
2004101710;0
2004101711;0
2004101712;0
2004101713;0
2004101714;0
2004101715;0
2004101716;0
2004101717;0
2004101718;0
2004101719;0
2004101720;0
2004101721;0
2004101722;0
2004101723;0
2004101724;0
2004101801;0
2004101802;0
2004101803;0
2004101804;0
2004101805;0
2004101806;0
2004101807;0.5
2004101808;0
2004101809;0.4
2004101810;0.3
2004101811;0
2004101812;0
2004101813;0
2004101814;0
2004101815;0
2004101816;0
2004101817;0
2004101818;0
2004101819;0
2004101820;0
2004101821;0
2004101822;0
2004101823;0
2004101824;0
2004101901;0
2004101902;0
2004101903;0
2004101904;0
2004101905;0
2004101906;0
2004101907;0
2004101908;0
2004101909;0
2004101910;0
2004101911;0
2004101912;0
2004101913;0
2004101914;0
2004101915;0
2004101916;0
2004101917;0
2004101918;0
2004101919;0
2004101920;0
2004101921;0
2004101922;0
2004101923;0
2004101924;0
2004102001;0
2004102002;0
2004102003;0
2004102004;0
2004102005;0
2004102006;0
2004102007;0
2004102008;0
2004102009;0.4
2004102010;3.1
2004102011;0.3
2004102012;0.2
2004102013;0
2004102014;0
2004102015;0
2004102016;0
2004102017;0
2004102018;0
2004102019;0
2004102020;0
2004102021;0.2
2004102022;5.7
2004102023;0
2004102024;0
2004102101;0
2004102102;1.1
2004102103;0.3
2004102104;0
2004102105;1.1
2004102106;0.8
2004102107;0
2004102108;0
2004102109;0
2004102110;0
2004102111;0
2004102112;0
2004102113;0
2004102114;0
2004102115;0
2004102116;0
2004102117;0
2004102118;0
2004102119;0
2004102120;0
2004102121;0
2004102122;0
2004102123;0
2004102124;0
2004102201;0
2004102202;0
2004102203;0
2004102204;0
2004102205;0
2004102206;0
2004102207;0
2004102208;0
2004102209;0
2004102210;0
2004102211;0
2004102212;0
2004102213;0
2004102214;0
2004102215;0
2004102216;0
2004102217;0
2004102218;0
2004102219;0
2004102220;0
2004102221;0
2004102222;0
2004102223;0
2004102224;0
2004102301;0
2004102302;0
2004102303;0
2004102304;0
2004102305;0
2004102306;0.3
2004102307;0.7
2004102308;0.6
2004102309;0.4
2004102310;0
2004102311;0
2004102312;0
2004102313;0
2004102314;0
2004102315;0
2004102316;0
2004102317;0
2004102318;0
2004102319;0
2004102320;0
2004102321;0
2004102322;0
2004102323;0
2004102324;0
2004102401;0
2004102402;0
2004102403;0
2004102404;0
2004102405;0
2004102406;0
2004102407;0
2004102408;0
2004102409;0
2004102410;0
2004102411;0
2004102412;0
2004102413;0
2004102414;0
2004102415;0
2004102416;0
2004102417;0
2004102418;0
2004102419;0
2004102420;0
2004102421;0
2004102422;0
2004102423;0
2004102424;0
2004102501;0
2004102502;0
2004102503;0
2004102504;0
2004102505;0
2004102506;0
2004102507;0
2004102508;0
2004102509;0
2004102510;0
2004102511;0
2004102512;0
2004102513;0
2004102514;0
2004102515;0
2004102516;0
2004102517;0
2004102518;0
2004102519;0
2004102520;0
2004102521;0
2004102522;0
2004102523;0
2004102524;0
2004102601;0
2004102602;0
2004102603;0
2004102604;0
2004102605;0
2004102606;0
2004102607;0
2004102608;0
2004102609;0
2004102610;0
2004102611;0
2004102612;0
2004102613;0
2004102614;0
2004102615;0
2004102616;0
2004102617;0
2004102618;0
2004102619;0
2004102620;0
2004102621;0
2004102622;0
2004102623;0
2004102624;0
2004102701;0
2004102702;0
2004102703;0
2004102704;0
2004102705;0
2004102706;0
2004102707;0
2004102708;0
2004102709;0
2004102710;0
2004102711;0
2004102712;0
2004102713;0
2004102714;0
2004102715;0
2004102716;0
2004102717;0
2004102718;0
2004102719;0
2004102720;0
2004102721;0
2004102722;0
2004102723;0
2004102724;0
2004102801;0
2004102802;0
2004102803;0.3
2004102804;0.4
2004102805;0.3
2004102806;0.2
2004102807;0
2004102808;0
2004102809;0
2004102810;0
2004102811;0
2004102812;0
2004102813;0
2004102814;0
2004102815;0
2004102816;0
2004102817;0
2004102818;0
2004102819;0
2004102820;0
2004102821;0
2004102822;0
2004102823;0
2004102824;0
2004102901;0
2004102902;0
2004102903;0
2004102904;0
2004102905;0
2004102906;0
2004102907;0
2004102908;0
2004102909;0
2004102910;0
2004102911;0
2004102912;0
2004102913;0
2004102914;0
2004102915;0
2004102916;0
2004102917;0
2004102918;0.4
2004102919;1.3
2004102920;4
2004102921;0
2004102922;0
2004102923;0
2004102924;0
2004103001;0
2004103002;0
2004103003;0
2004103004;0
2004103005;0
2004103006;0
2004103007;0
2004103008;0
2004103009;0
2004103010;0
2004103011;0
2004103012;0
2004103013;0
2004103014;0
2004103015;0
2004103016;0
2004103017;0
2004103018;0
2004103019;0
2004103020;0
2004103021;0
2004103022;0
2004103023;0
2004103024;0
2004103101;0
2004103102;0
2004103103;0
2004103104;0
2004103105;0
2004103106;0
2004103107;0
2004103108;0
2004103109;0
2004103110;0
2004103111;0
2004103112;0
2004103113;0
2004103114;0
2004103115;0
2004103116;0
2004103117;0
2004103118;0
2004103119;0
2004103120;0
2004103121;0
2004103122;0
2004103123;0
2004103124;0
2004110101;0
2004110102;0
2004110103;0
2004110104;0
2004110105;0
2004110106;0
2004110107;0
2004110108;0
2004110109;0
2004110110;0
2004110111;0
2004110112;0
2004110113;0
2004110114;0
2004110115;0
2004110116;0
2004110117;0
2004110118;0
2004110119;0
2004110120;0
2004110121;0
2004110122;0
2004110123;0
2004110124;0
2004110201;0
2004110202;0
2004110203;0
2004110204;0
2004110205;0
2004110206;0
2004110207;0
2004110208;0
2004110209;0
2004110210;0
2004110211;0
2004110212;0
2004110213;0
2004110214;0
2004110215;0
2004110216;0
2004110217;0
2004110218;0
2004110219;0
2004110220;0.1
2004110221;0.1
2004110222;0
2004110223;0.1
2004110224;0
2004110301;0
2004110302;0
2004110303;0
2004110304;0
2004110305;0
2004110306;0
2004110307;0
2004110308;0
2004110309;0
2004110310;0
2004110311;0
2004110312;0
2004110313;0
2004110314;0
2004110315;0
2004110316;0
2004110317;0
2004110318;0
2004110319;0
2004110320;0
2004110321;0
2004110322;0
2004110323;0
2004110324;0
2004110401;0
2004110402;0
2004110403;0
2004110404;0
2004110405;0
2004110406;0
2004110407;0
2004110408;0
2004110409;0
2004110410;0
2004110411;0
2004110412;0
2004110413;0
2004110414;0
2004110415;0
2004110416;0
2004110417;0
2004110418;0
2004110419;0
2004110420;0
2004110421;0
2004110422;0
2004110423;0
2004110424;0
2004110501;0
2004110502;0
2004110503;0
2004110504;0
2004110505;0
2004110506;0
2004110507;0
2004110508;0
2004110509;0.2
2004110510;0
2004110511;0
2004110512;0
2004110513;0.1
2004110514;0
2004110515;0
2004110516;0
2004110517;0
2004110518;0
2004110519;0
2004110520;0
2004110521;0
2004110522;0
2004110523;0
2004110524;0
2004110601;0
2004110602;0
2004110603;0.1
2004110604;0.1
2004110605;0
2004110606;0.3
2004110607;0.9
2004110608;1.5
2004110609;0
2004110610;2.5
2004110611;0.4
2004110612;0
2004110613;0.2
2004110614;0
2004110615;0
2004110616;0
2004110617;0
2004110618;0
2004110619;0
2004110620;0
2004110621;0
2004110622;0
2004110623;0
2004110624;0
2004110701;0
2004110702;0
2004110703;0
2004110704;0
2004110705;0
2004110706;0
2004110707;0
2004110708;0
2004110709;0
2004110710;0
2004110711;0
2004110712;0
2004110713;0
2004110714;0
2004110715;0
2004110716;0
2004110717;0
2004110718;0
2004110719;0
2004110720;0
2004110721;0
2004110722;0
2004110723;0
2004110724;0
2004110801;0
2004110802;0
2004110803;0
2004110804;0
2004110805;0
2004110806;0
2004110807;0
2004110808;0
2004110809;0
2004110810;0
2004110811;0
2004110812;0
2004110813;0
2004110814;0
2004110815;0
2004110816;0
2004110817;0
2004110818;0
2004110819;0
2004110820;0
2004110821;0
2004110822;0
2004110823;0
2004110824;0
2004110901;0
2004110902;0
2004110903;0
2004110904;0
2004110905;0
2004110906;0
2004110907;0
2004110908;0
2004110909;0
2004110910;0
2004110911;0
2004110912;0
2004110913;0
2004110914;0
2004110915;0
2004110916;0
2004110917;0
2004110918;0
2004110919;0
2004110920;0
2004110921;0.1
2004110922;0.4
2004110923;1.3
2004110924;2.1
2004111001;2
2004111002;1.2
2004111003;0.3
2004111004;1.8
2004111005;1.7
2004111006;2.5
2004111007;2.4
2004111008;1.4
2004111009;0.4
2004111010;0
2004111011;0
2004111012;0
2004111013;0
2004111014;0
2004111015;0
2004111016;0
2004111017;0
2004111018;0
2004111019;0
2004111020;0
2004111021;0
2004111022;0
2004111023;0
2004111024;0
2004111101;0
2004111102;0
2004111103;0
2004111104;0
2004111105;0
2004111106;0
2004111107;0
2004111108;0
2004111109;0
2004111110;0
2004111111;0
2004111112;0
2004111113;0
2004111114;0
2004111115;0
2004111116;0
2004111117;0
2004111118;0
2004111119;0
2004111120;0
2004111121;0
2004111122;0
2004111123;0
2004111124;0
2004111201;0
2004111202;0
2004111203;0
2004111204;0
2004111205;0
2004111206;0
2004111207;0
2004111208;0
2004111209;0
2004111210;0
2004111211;0
2004111212;0
2004111213;0
2004111214;0
2004111215;0
2004111216;0.1
2004111217;0
2004111218;0.4
2004111219;0.3
2004111220;0.6
2004111221;0
2004111222;0
2004111223;0.2
2004111224;0
2004111301;0.4
2004111302;0.1
2004111303;0.7
2004111304;0
2004111305;0
2004111306;0
2004111307;0
2004111308;0
2004111309;0
2004111310;0
2004111311;0
2004111312;0
2004111313;0
2004111314;0
2004111315;0
2004111316;0
2004111317;0
2004111318;0
2004111319;0
2004111320;0
2004111321;0
2004111322;0
2004111323;0
2004111324;0
2004111401;0
2004111402;0.2
2004111403;0
2004111404;0
2004111405;0
2004111406;0
2004111407;0
2004111408;0
2004111409;0
2004111410;0
2004111411;0
2004111412;0
2004111413;0
2004111414;0
2004111415;0
2004111416;0
2004111417;0
2004111418;0
2004111419;0
2004111420;0
2004111421;0
2004111422;0
2004111423;0
2004111424;0
2004111501;0
2004111502;0
2004111503;0
2004111504;0
2004111505;0
2004111506;0
2004111507;0
2004111508;0
2004111509;0
2004111510;0
2004111511;0
2004111512;0
2004111513;0
2004111514;0
2004111515;0
2004111516;0
2004111517;0
2004111518;0
2004111519;0
2004111520;0
2004111521;0
2004111522;0
2004111523;0
2004111524;0.1
2004111601;0
2004111602;0
2004111603;0
2004111604;0
2004111605;0
2004111606;0
2004111607;0
2004111608;0.2
2004111609;0
2004111610;0
2004111611;0.1
2004111612;0
2004111613;0
2004111614;0.1
2004111615;0.1
2004111616;0.1
2004111617;0
2004111618;0
2004111619;0
2004111620;0
2004111621;0
2004111622;0
2004111623;0
2004111624;0
2004111701;0
2004111702;0
2004111703;0
2004111704;0
2004111705;0
2004111706;0
2004111707;0.1
2004111708;0.1
2004111709;0
2004111710;0.6
2004111711;0
2004111712;0
2004111713;0
2004111714;0
2004111715;0
2004111716;0.2
2004111717;0.5
2004111718;0.2
2004111719;0
2004111720;0.1
2004111721;0.1
2004111722;0.9
2004111723;1.4
2004111724;0.9
2004111801;0.1
2004111802;0.1
2004111803;0
2004111804;0.4
2004111805;0
2004111806;0
2004111807;0
2004111808;0
2004111809;0
2004111810;0
2004111811;0
2004111812;0
2004111813;0.1
2004111814;0.1
2004111815;0.7
2004111816;1.1
2004111817;0.9
2004111818;1.3
2004111819;1.4
2004111820;1.4
2004111821;2
2004111822;2.9
2004111823;2.8
2004111824;2.2
2004111901;1.5
2004111902;0.9
2004111903;0.5
2004111904;0.2
2004111905;0
2004111906;1
2004111907;0.1
2004111908;0
2004111909;0
2004111910;0
2004111911;0
2004111912;0
2004111913;0.8
2004111914;0.2
2004111915;0
2004111916;0
2004111917;0.2
2004111918;0.2
2004111919;0.6
2004111920;0.1
2004111921;0
2004111922;0
2004111923;0.3
2004111924;0.3
2004112001;0.1
2004112002;0.2
2004112003;0
2004112004;0.2
2004112005;0.3
2004112006;0
2004112007;0
2004112008;0
2004112009;0
2004112010;0
2004112011;0
2004112012;0
2004112013;0.6
2004112014;0
2004112015;0
2004112016;0
2004112017;1.4
2004112018;0
2004112019;0
2004112020;0
2004112021;0
2004112022;0
2004112023;0
2004112024;0
2004112101;0
2004112102;0
2004112103;0
2004112104;0
2004112105;0
2004112106;0
2004112107;0
2004112108;0
2004112109;0
2004112110;0
2004112111;0
2004112112;0
2004112113;0
2004112114;0
2004112115;0
2004112116;0
2004112117;0
2004112118;0
2004112119;0
2004112120;0
2004112121;0.2
2004112122;0.6
2004112123;0.2
2004112124;0.1
2004112201;0
2004112202;0
2004112203;0
2004112204;0
2004112205;0
2004112206;0
2004112207;0
2004112208;0.2
2004112209;0.1
2004112210;0
2004112211;0
2004112212;0
2004112213;0
2004112214;0
2004112215;0.4
2004112216;0
2004112217;0
2004112218;0.7
2004112219;0.2
2004112220;0
2004112221;0
2004112222;0.1
2004112223;0.1
2004112224;0
2004112301;0
2004112302;0
2004112303;0.2
2004112304;0.2
2004112305;0.3
2004112306;2.2
2004112307;0
2004112308;0
2004112309;0
2004112310;0
2004112311;0
2004112312;0
2004112313;0
2004112314;0
2004112315;0
2004112316;0
2004112317;0
2004112318;0
2004112319;0
2004112320;0
2004112321;0
2004112322;0
2004112323;0
2004112324;0
2004112401;0
2004112402;0
2004112403;0
2004112404;0
2004112405;0
2004112406;0
2004112407;0
2004112408;0
2004112409;0
2004112410;0
2004112411;0
2004112412;0
2004112413;0
2004112414;0
2004112415;0
2004112416;0
2004112417;0
2004112418;0
2004112419;0
2004112420;0
2004112421;0
2004112422;0
2004112423;0
2004112424;0
2004112501;0
2004112502;0
2004112503;0
2004112504;0
2004112505;0
2004112506;0
2004112507;0
2004112508;0
2004112509;0
2004112510;0
2004112511;0
2004112512;0
2004112513;0
2004112514;0
2004112515;0
2004112516;0
2004112517;0
2004112518;0
2004112519;0
2004112520;0
2004112521;0
2004112522;0
2004112523;0
2004112524;0
2004112601;0
2004112602;0
2004112603;0
2004112604;0
2004112605;0
2004112606;0
2004112607;0
2004112608;0
2004112609;0
2004112610;0
2004112611;0
2004112612;0
2004112613;0
2004112614;0
2004112615;0
2004112616;0.1
2004112617;0.3
2004112618;0
2004112619;0
2004112620;0
2004112621;0
2004112622;0
2004112623;0.8
2004112624;0.2
2004112701;0
2004112702;0.2
2004112703;0
2004112704;0
2004112705;0.4
2004112706;0.1
2004112707;0
2004112708;0
2004112709;0
2004112710;0
2004112711;0
2004112712;0
2004112713;0
2004112714;0
2004112715;0
2004112716;0
2004112717;0
2004112718;0
2004112719;0
2004112720;0
2004112721;0
2004112722;0
2004112723;0
2004112724;0.1
2004112801;0
2004112802;0
2004112803;0
2004112804;0
2004112805;0.1
2004112806;0
2004112807;0
2004112808;0
2004112809;0.2
2004112810;0.2
2004112811;0.2
2004112812;0.4
2004112813;0.3
2004112814;0.2
2004112815;0.5
2004112816;0.6
2004112817;1
2004112818;0.8
2004112819;1.1
2004112820;0.7
2004112821;0.1
2004112822;0
2004112823;0
2004112824;0
2004112901;0
2004112902;0
2004112903;0
2004112904;0
2004112905;0
2004112906;0
2004112907;0
2004112908;0
2004112909;0
2004112910;0
2004112911;0
2004112912;0
2004112913;0
2004112914;0
2004112915;0
2004112916;0
2004112917;0
2004112918;0
2004112919;0
2004112920;0
2004112921;0
2004112922;0
2004112923;0
2004112924;0
2004113001;0
2004113002;0
2004113003;0
2004113004;0
2004113005;0
2004113006;0
2004113007;0
2004113008;0
2004113009;0
2004113010;0
2004113011;0
2004113012;0
2004113013;0
2004113014;0
2004113015;0
2004113016;0
2004113017;0
2004113018;0
2004113019;0
2004113020;0
2004113021;0
2004113022;0
2004113023;0
2004113024;0
2004120101;0
2004120102;0
2004120103;0
2004120104;0
2004120105;0
2004120106;0
2004120107;0
2004120108;0
2004120109;0
2004120110;0
2004120111;1.1
2004120112;2
2004120113;1.2
2004120114;0.4
2004120115;0
2004120116;0
2004120117;0
2004120118;0
2004120119;0
2004120120;0
2004120121;0
2004120122;0
2004120123;0
2004120124;0
2004120201;0
2004120202;0
2004120203;0
2004120204;0
2004120205;0
2004120206;0
2004120207;0
2004120208;0
2004120209;0
2004120210;0
2004120211;0
2004120212;0
2004120213;0
2004120214;0
2004120215;0
2004120216;0
2004120217;0
2004120218;0
2004120219;0
2004120220;0
2004120221;0
2004120222;0
2004120223;0
2004120224;0
2004120301;0
2004120302;0
2004120303;0.2
2004120304;0.2
2004120305;0
2004120306;0
2004120307;0
2004120308;0
2004120309;0
2004120310;0
2004120311;0
2004120312;0
2004120313;0
2004120314;0
2004120315;0
2004120316;0
2004120317;0
2004120318;0
2004120319;0
2004120320;0
2004120321;0
2004120322;0
2004120323;0
2004120324;0
2004120401;0
2004120402;0
2004120403;0
2004120404;0
2004120405;0
2004120406;0
2004120407;0
2004120408;0
2004120409;0
2004120410;0
2004120411;0
2004120412;0
2004120413;0
2004120414;0
2004120415;0
2004120416;0
2004120417;0
2004120418;0
2004120419;0
2004120420;0
2004120421;0
2004120422;0
2004120423;0.3
2004120424;0
2004120501;0
2004120502;0
2004120503;0
2004120504;0
2004120505;0
2004120506;0
2004120507;0
2004120508;0
2004120509;0
2004120510;0
2004120511;0
2004120512;0
2004120513;0
2004120514;0
2004120515;0
2004120516;0
2004120517;0
2004120518;0
2004120519;0
2004120520;0
2004120521;0
2004120522;0
2004120523;0
2004120524;0
2004120601;0
2004120602;0
2004120603;0
2004120604;0
2004120605;0
2004120606;0
2004120607;0
2004120608;0
2004120609;0
2004120610;0
2004120611;0
2004120612;0
2004120613;0
2004120614;0
2004120615;0
2004120616;0
2004120617;0
2004120618;0
2004120619;0
2004120620;0
2004120621;0
2004120622;0
2004120623;0
2004120624;0
2004120701;0
2004120702;0
2004120703;0
2004120704;0
2004120705;0
2004120706;0
2004120707;0
2004120708;0
2004120709;0
2004120710;0
2004120711;0
2004120712;0
2004120713;0
2004120714;0
2004120715;0
2004120716;0
2004120717;0
2004120718;0
2004120719;0
2004120720;0
2004120721;0
2004120722;0
2004120723;0
2004120724;0
2004120801;0
2004120802;0
2004120803;0
2004120804;0
2004120805;0
2004120806;0
2004120807;0
2004120808;0
2004120809;0
2004120810;0
2004120811;0
2004120812;0
2004120813;0
2004120814;0
2004120815;0
2004120816;0
2004120817;0
2004120818;0
2004120819;0
2004120820;0
2004120821;0
2004120822;0
2004120823;0
2004120824;0
2004120901;0
2004120902;0
2004120903;0
2004120904;0
2004120905;0
2004120906;0
2004120907;0
2004120908;0
2004120909;0
2004120910;0
2004120911;0
2004120912;0
2004120913;0
2004120914;0
2004120915;0
2004120916;0
2004120917;0
2004120918;0
2004120919;0
2004120920;0
2004120921;0
2004120922;0
2004120923;0
2004120924;0
2004121001;0
2004121002;0
2004121003;0
2004121004;0
2004121005;0
2004121006;0
2004121007;0
2004121008;0
2004121009;0
2004121010;0
2004121011;0
2004121012;0
2004121013;0
2004121014;0
2004121015;0
2004121016;0
2004121017;0
2004121018;0
2004121019;0
2004121020;0
2004121021;0
2004121022;0
2004121023;0
2004121024;0
2004121101;0
2004121102;0
2004121103;0
2004121104;0
2004121105;0
2004121106;0
2004121107;0
2004121108;0
2004121109;0
2004121110;0
2004121111;0
2004121112;0
2004121113;0
2004121114;0
2004121115;0
2004121116;0
2004121117;0
2004121118;0
2004121119;0
2004121120;0
2004121121;0
2004121122;0
2004121123;0
2004121124;0
2004121201;0
2004121202;0
2004121203;0
2004121204;0
2004121205;0
2004121206;0
2004121207;0
2004121208;0
2004121209;0
2004121210;0
2004121211;0
2004121212;0
2004121213;0
2004121214;0
2004121215;0
2004121216;0
2004121217;0
2004121218;0
2004121219;0
2004121220;0
2004121221;0
2004121222;0
2004121223;0
2004121224;0
2004121301;0
2004121302;0
2004121303;0
2004121304;0
2004121305;0
2004121306;0
2004121307;0
2004121308;0
2004121309;0
2004121310;0
2004121311;0
2004121312;0
2004121313;0
2004121314;0
2004121315;0
2004121316;0
2004121317;0
2004121318;0
2004121319;0
2004121320;0
2004121321;0
2004121322;0
2004121323;0
2004121324;0
2004121401;0
2004121402;0
2004121403;0
2004121404;0
2004121405;0
2004121406;0
2004121407;0
2004121408;0
2004121409;0
2004121410;0
2004121411;0
2004121412;0
2004121413;0
2004121414;0
2004121415;0
2004121416;0
2004121417;0
2004121418;0
2004121419;0
2004121420;0
2004121421;0
2004121422;0
2004121423;0
2004121424;0
2004121501;0
2004121502;0
2004121503;0
2004121504;0
2004121505;0
2004121506;0
2004121507;0
2004121508;0
2004121509;0
2004121510;0
2004121511;0
2004121512;0
2004121513;0
2004121514;0
2004121515;0
2004121516;0
2004121517;0
2004121518;0
2004121519;0
2004121520;0
2004121521;0
2004121522;0
2004121523;0
2004121524;0
2004121601;0
2004121602;0
2004121603;0
2004121604;0
2004121605;0
2004121606;0
2004121607;0
2004121608;0
2004121609;0
2004121610;0
2004121611;0
2004121612;0
2004121613;0
2004121614;0
2004121615;0
2004121616;0
2004121617;0.3
2004121618;0.7
2004121619;0.8
2004121620;1
2004121621;0.1
2004121622;0
2004121623;0
2004121624;0
2004121701;0
2004121702;0
2004121703;0.1
2004121704;0.1
2004121705;0
2004121706;0
2004121707;0
2004121708;0
2004121709;0
2004121710;0
2004121711;0
2004121712;0
2004121713;0
2004121714;1
2004121715;1.3
2004121716;1.1
2004121717;0.7
2004121718;0.8
2004121719;0.7
2004121720;0.8
2004121721;0.4
2004121722;0
2004121723;0
2004121724;0
2004121801;0
2004121802;0
2004121803;0
2004121804;0
2004121805;0
2004121806;0
2004121807;0
2004121808;0
2004121809;0
2004121810;0
2004121811;0.2
2004121812;3.3
2004121813;0.1
2004121814;0.6
2004121815;0.1
2004121816;0
2004121817;0.9
2004121818;1.1
2004121819;0.6
2004121820;0.2
2004121821;0
2004121822;0
2004121823;0
2004121824;0
2004121901;0
2004121902;0
2004121903;0
2004121904;0
2004121905;0
2004121906;0
2004121907;0
2004121908;0
2004121909;0
2004121910;0
2004121911;0
2004121912;0
2004121913;0
2004121914;0
2004121915;0
2004121916;0
2004121917;0
2004121918;0
2004121919;0
2004121920;0
2004121921;0
2004121922;0
2004121923;0
2004121924;0
2004122001;0
2004122002;0
2004122003;0
2004122004;0
2004122005;0
2004122006;0
2004122007;0
2004122008;0
2004122009;0
2004122010;0
2004122011;0
2004122012;0
2004122013;0
2004122014;0
2004122015;0
2004122016;0
2004122017;0
2004122018;0
2004122019;0
2004122020;0
2004122021;0
2004122022;0
2004122023;0
2004122024;0
2004122101;0
2004122102;0
2004122103;0
2004122104;0
2004122105;0
2004122106;0
2004122107;0
2004122108;0
2004122109;0
2004122110;0
2004122111;0
2004122112;0
2004122113;0
2004122114;0
2004122115;0
2004122116;0
2004122117;0
2004122118;0
2004122119;0
2004122120;0
2004122121;0
2004122122;0
2004122123;0
2004122124;0
2004122201;0
2004122202;0
2004122203;0
2004122204;0
2004122205;0
2004122206;0
2004122207;0
2004122208;0
2004122209;0
2004122210;0
2004122211;0.4
2004122212;0.8
2004122213;0.2
2004122214;0
2004122215;0.7
2004122216;0.1
2004122217;0
2004122218;0.2
2004122219;0.2
2004122220;0
2004122221;0.1
2004122222;0.2
2004122223;0
2004122224;0.4
2004122301;0.1
2004122302;0
2004122303;0
2004122304;0.1
2004122305;0
2004122306;0.1
2004122307;0.2
2004122308;0.6
2004122309;0.2
2004122310;0
2004122311;0
2004122312;0
2004122313;0
2004122314;0
2004122315;0
2004122316;0
2004122317;0
2004122318;0
2004122319;0
2004122320;0
2004122321;0.2
2004122322;0
2004122323;0
2004122324;0
2004122401;0
2004122402;0
2004122403;0
2004122404;0
2004122405;0
2004122406;0
2004122407;0
2004122408;0
2004122409;0
2004122410;0
2004122411;0
2004122412;0
2004122413;0
2004122414;0
2004122415;0
2004122416;0
2004122417;0
2004122418;0
2004122419;0
2004122420;1.4
2004122421;1.1
2004122422;1.7
2004122423;5
2004122424;2
2004122501;1
2004122502;1.5
2004122503;0.3
2004122504;1.5
2004122505;0
2004122506;0
2004122507;0
2004122508;0
2004122509;0
2004122510;0
2004122511;0
2004122512;0
2004122513;0
2004122514;0
2004122515;0
2004122516;0
2004122517;0
2004122518;0
2004122519;0
2004122520;0
2004122521;0
2004122522;0
2004122523;0
2004122524;0
2004122601;0
2004122602;0
2004122603;0
2004122604;0
2004122605;0
2004122606;0
2004122607;0
2004122608;0
2004122609;0
2004122610;0
2004122611;0
2004122612;0
2004122613;0
2004122614;0
2004122615;0
2004122616;0
2004122617;0
2004122618;0
2004122619;0
2004122620;0
2004122621;0
2004122622;0
2004122623;0
2004122624;0
2004122701;0
2004122702;0
2004122703;0
2004122704;0
2004122705;0
2004122706;0
2004122707;0
2004122708;0
2004122709;0
2004122710;0
2004122711;0
2004122712;0
2004122713;0
2004122714;0
2004122715;0
2004122716;0
2004122717;0
2004122718;0
2004122719;0
2004122720;0
2004122721;0
2004122722;0
2004122723;0
2004122724;0
2004122801;0
2004122802;0
2004122803;0
2004122804;0
2004122805;0
2004122806;0
2004122807;0
2004122808;0
2004122809;0.2
2004122810;0.5
2004122811;0.2
2004122812;1
2004122813;0.9
2004122814;0.8
2004122815;0.1
2004122816;0.2
2004122817;0.7
2004122818;0
2004122819;0
2004122820;0
2004122821;0
2004122822;0
2004122823;0
2004122824;0
2004122901;0
2004122902;0
2004122903;0.2
2004122904;0
2004122905;1.4
2004122906;0.2
2004122907;0
2004122908;0
2004122909;0
2004122910;0
2004122911;0
2004122912;0
2004122913;0
2004122914;0
2004122915;0
